1_Control,3_Control,5_Control,7_Control,8_Control,9_Control,11_Control,15_Control,19_Control,20_Control,23_Control,25_Control,26_Control,28_Control,29_Control,31_Control,33_Control,34_Control,39_Control,40_Control,42_Control,43_Control,44_Control,45_Control,46_Control,48_Control,50_Control,51_Control,52_Control,53_Control,54_Control,2_T1D,4_T1D,6_T1D,10_T1D,12_T1D,13_T1D,14_T1D,16_T1D,17_T1D,18_T1D,21_T1D,22_T1D,24_T1D,27_T1D,30_T1D,32_T1D,35_T1D,36_T1D,37_T1D,38_T1D,41_T1D,47_T1D,49_T1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12343,2097,4661,2233,1490,1341,4524,2574,2627,3094,2674,2464,3679,4420,2417,2735,3361,3771,1878,2861,2618,6077,3670,4110,4283,6690,3672,4611,3688,3434,2028,3563,3594,4007,3063,3209,3748,1892,3303,4168,2126,2005,13962,4563,2018,3018,3781,3758,2647,4881,2854,2214,6090,3418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146457,128190,110318,99941,132048,131496,72430,79308,82123,51605,61240,95184,64938,111747,108801,145796,74191,74173,87236,116648,63114,316598,99707,92194,225407,225568,131187,237547,186186,184315,253924,128375,60417,91777,123198,184177,152643,160739,116202,100426,126064,63882,151945,221816,153422,106947,103383,81020,93543,111926,66285,116389,446671,146720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7525,15456,5864,8176,10308,11849,4195,5504,5562,5482,6803,6303,2678,5452,5196,3446,7141,4843,4356,1512,3264,4412,5552,10839,3139,4866,3158,1432,905,318,677,11841,14398,5094,7984,4288,5607,6307,2388,3011,2480,4576,5084,2114,2103,5494,5093,5396,5679,7721,5193,4397,1051,3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,7345,3772,2404,5060,4663,888,1503,2747,923,5074,3077,2706,5942,6838,8628,4623,3408,6752,4959,1886,3301,5951,2135,20288,7752,1474,12502,12788,3443,11018,7247,10249,1708,3714,3305,4136,3287,3033,4784,3197,3122,5452,5732,3047,6109,8070,9362,5564,10852,3404,3174,9966,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490070,90894,175957,303192,112175,139825,442160,359038,140704,586839,490944,165952,908157,105820,490931,232672,464532,1401276,283247,920101,605924,169879,479223,73752,103956,349547,413653,111828,175319,133561,81506,91772,116274,445036,264551,356130,470885,188605,714904,218191,512237,615750,160446,532493,461223,240368,78372,73755,898323,72887,826647,355256,316858,439647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,13157,35830,5463,30136,24427,1085,996,8303,7928,4909,4825,1765,20723,24027,47596,5623,12260,6254,12649,4985,4541,2825,565,10878,270,869,1560,4684,1260,0,7265,13882,2745,27490,61160,9364,19093,2047,9631,12598,6957,22420,355,0,14276,15808,2577,4931,10666,1222,904,8207,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243398,1203378,1249998,1358877,1257622,1284697,1397863,1469967,1246683,1404309,1592372,1150698,1280789,1066684,1345042,1272826,1452356,1319309,1277616,1280911,1661535,1031252,1486990,1505177,1574435,1603300,2926971,1145903,1326530,1029746,1748478,1127572,1203504,1243791,1311367,1192329,1304663,1398348,1221743,1212835,1149938,1128873,1323103,1085402,1002647,1155482,1001421,902803,1472459,974553,1383372,983235,1253987,1486984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194339,199993,171293,168404,225690,249512,125734,150996,195100,132352,315405,152724,216594,175356,329173,320621,243630,231601,258764,302589,167027,151428,258394,392082,370659,317903,217652,322047,283763,253406,222820,210362,172502,118434,209456,134027,189590,153264,189049,218285,173260,182686,142972,190387,175137,238956,186599,124013,242466,215665,196039,201773,209358,180149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180845,182670,179113,193066,180284,199655,212728,249755,197133,184491,225512,195217,253230,177573,236341,225978,219089,256856,189246,90441,200502,203727,222806,176626,241316,358537,254209,282882,255056,328731,201841,212260,176084,227768,150668,127293,173658,127154,318432,188981,105156,157525,225274,100984,114893,195752,230182,154864,248245,178025,256442,191064,115920,193472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112187,87756,74874,111310,95428,75447,109838,126389,101365,92260,106324,78663,106465,79870,118717,100384,144873,135042,93621,112119,119909,83658,120236,112014,121158,116077,118179,109428,122134,130889,99868,105839,102809,66257,81699,59825,100851,87506,100839,61459,75715,75334,78355,72108,98010,110686,144421,100927,118977,88895,129910,105435,74928,102549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203866,6363524,4483174,4888630,5773555,4090100,4638134,7091797,5217606,5072681,6842058,4677673,4382885,5123545,5052767,3851738,6653058,5483686,4402043,3150282,6561409,5507046,5123951,8103127,7182357,7845005,5537431,6170423,6373776,8349505,6159541,7374776,5766457,4134624,3729970,4558859,3310512,5960991,4720852,2916359,4291845,3464008,5166300,3345438,5362462,4766883,7682814,4799062,5851864,4831662,5138128,5169130,1995664,4945387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112034,90767,95992,93851,96798,79586,85847,91856,83300,88869,115184,79078,107393,79234,116293,91928,70915,118186,96638,64900,110039,68455,129946,172880,137544,119521,97190,112087,114447,123745,104236,114889,90665,73688,89458,73279,83527,113604,120918,55384,102904,79539,82060,50349,84870,93593,117987,76587,109383,93162,96068,71475,32811,64893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234,9586,13260,11370,8415,7189,9859,17117,13987,16871,10466,9104,13421,8287,13407,11473,12335,13374,10131,11003,13930,6408,15796,18252,15024,14055,8940,10630,7711,13172,11284,11429,11656,9604,6963,4966,4395,11658,15980,11446,9480,6612,9310,5059,6090,12421,12745,8293,13798,11284,14304,12519,3139,9862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481961,398080,478969,547329,438238,178768,566960,637194,441596,477153,242559,345740,567495,321051,496410,396591,393224,583337,527165,188736,751968,351036,669645,791696,546344,773026,607388,550749,545434,639693,467723,519235,446107,430290,419250,294732,376086,476721,605943,226457,403732,319476,417455,75475,339919,441314,453200,334868,564388,182675,632453,402027,189364,221990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37669,37588,26768,29271,35290,23014,21874,42304,42398,43680,58617,25003,39022,37260,44949,31432,60064,51475,30342,40332,44754,23642,45968,53009,54291,45597,34556,39867,41970,54789,32666,41000,51324,29755,22488,23628,21916,33587,25771,20345,32788,26401,37059,24970,37476,43356,48108,32791,57679,31107,32516,30943,14138,32675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14176,18420,17953,10294,22550,16056,9520,14833,20692,20925,27529,19233,17099,27556,17950,10806,10577,8856,5245,16082,16053,9852,21019,27220,16429,12684,23064,20149,17940,11348,7794,17240,18074,9844,18430,11752,12110,19080,8287,8170,10626,16252,9866,5720,15620,15185,21297,19242,11522,7922,10718,3287,5997,11343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22207,18654,14995,12974,16818,14206,10828,17842,24413,16167,22732,15060,21075,18613,18864,26744,18379,22029,27673,20880,21549,18936,26336,35733,28942,19927,19173,25803,28006,20599,23525,19943,20754,15365,17790,17755,17452,19012,18094,15139,14174,13153,21769,22300,17062,19652,17299,14745,21049,18288,15339,12857,19781,17258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42837,32151,39200,47395,33501,39963,51999,38061,50580,39722,39745,39602,62634,37612,45134,73779,28906,49188,38285,45055,51135,38331,57182,50250,42104,40787,55255,42519,34915,48441,36000,34888,34381,41984,41511,38926,45757,28683,55714,34401,35464,38175,42919,41727,30870,34881,34164,30084,50843,41385,45848,29210,39577,37196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,5390,5974,5899,7447,4891,3835,5585,13046,7450,8236,4836,6579,5545,7865,8800,6766,8131,6017,6773,6859,3367,8866,11931,8927,6217,5901,7012,8954,4612,5626,6504,7037,3874,7167,4379,5045,5481,7688,6524,2820,4664,7257,3643,4607,5545,6552,4573,8899,5521,6153,4422,6074,5051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26352,27424,36114,27485,28698,29001,23373,37102,49113,29971,28774,32953,39327,34943,44612,42011,30561,23655,32783,13545,26245,39264,31367,45565,39345,55256,37580,47417,40742,45839,46617,30380,19675,27440,27844,22695,26826,26776,43042,35740,15620,26565,52005,12098,18754,35777,33014,26007,32325,35818,30867,29178,30718,27882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18919555,24403562,21295217,25148862,28194017,19813085,21572323,28706066,29418670,25489137,31179215,19865464,22118913,23761173,25137308,21156954,32930055,25222444,21019154,13227734,27359413,13754720,26329950,32169421,28931106,31674762,21881040,25405137,27525323,27907638,21445067,31263805,28798123,21602351,18768463,14594014,12962656,23135269,22049393,13072467,14517552,15163070,27864832,8489591,18839035,26823626,38369899,25743013,29932985,20590484,25326237,16968988,7854930,20410183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228952,111039,233554,119486,135238,205501,82532,134687,156512,160600,175804,228317,137229,533100,535389,1328528,708997,126843,371567,419323,108676,543810,373513,95037,287720,428515,269957,1482908,85606,143246,177469,81829,54558,137155,108678,155879,150437,149711,159880,118447,199835,150964,73892,156201,161764,1010521,126695,66058,133771,88733,232935,467546,238742,106734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37032,31241,34389,52090,52377,34999,52337,31478,81928,35014,45879,33294,46982,27782,44710,49411,47708,57425,26668,29676,44199,32507,56302,46077,43310,44807,41670,43991,33008,48677,31220,47641,47280,35274,45595,28064,41032,27407,40908,40960,16665,20971,39071,26036,29105,40313,41621,34368,58099,29419,34863,28932,31147,37450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16587,14031,15265,13132,14268,11838,11332,13851,24648,10982,13719,10898,15192,11748,16223,22141,12734,17949,18800,15316,17791,14946,21109,27755,20854,15744,16730,18637,19072,22389,11609,12823,16485,10678,18041,13617,18052,14816,16515,13610,11519,9475,18086,14644,12353,14524,12335,9084,14996,13231,16966,12445,14347,10938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14975,16625,16578,19833,14434,9968,18335,20045,11694,20610,25968,11991,17446,9509,18368,10682,27040,18378,16787,14708,25310,3075,17943,18637,18473,31798,20149,14861,12195,16797,12159,20341,17131,17317,13877,7693,10512,14740,21079,5632,11025,11128,5216,4562,11934,13178,18279,10626,25734,11046,20618,10396,1423,14860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40542,20532,31473,35577,35345,27788,17430,28562,54685,24927,57710,33465,35047,50826,51412,37436,58649,57529,26915,40414,32693,6897,48408,32375,23599,23561,30336,35046,25436,26178,15963,22989,25988,28406,31547,7107,25386,23495,23548,25507,28082,23707,4568,18018,45026,38914,16061,25196,61120,43815,28657,18302,5986,32796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493703,335678,456841,471078,392806,178234,570125,546055,473148,412252,199902,369023,573288,316255,480795,413828,265493,569411,512345,205497,633945,365343,642544,774554,466766,441710,560359,528980,576911,606353,422191,433222,402779,386437,439892,314347,426486,469621,579029,223661,460480,312929,410023,92471,326884,424190,371166,302063,507167,189010,577341,396422,217309,195670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7541,7853,9495,8480,8485,7788,10709,9328,10607,10322,11094,8474,11147,9686,9183,14099,7482,9596,13758,13735,12274,16298,18195,16443,14434,13543,64383,16149,18019,16390,16918,7756,7915,9710,10425,9681,10783,8156,7530,15066,6286,10090,15249,11331,8200,10381,9317,7421,9898,9796,13723,2706,14251,14084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399,23494,29005,29681,18909,32666,35631,26045,27712,25808,42164,30496,25987,17565,25258,27100,54300,30804,25684,33005,38494,20516,62115,25894,33082,55692,42944,23726,25535,22358,49210,24320,23469,25073,25583,25022,33057,25317,21158,20965,33841,35371,24538,23112,21360,28718,20097,20055,44419,19398,25593,21624,28294,37366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,4298,4740,6925,4263,3013,10503,4409,3623,6083,5933,4000,7441,5433,4408,12639,9043,8420,192893,32664,19205,8502,4596,68990,25022,5943,4783,9882,75946,14681,3815,4030,2747,7066,3845,1955,5165,2671,6109,4856,5091,6155,9774,5277,4223,5433,2054,38405,5172,6762,5070,11399,5548,6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92117,105442,107110,88877,123722,85050,63870,92259,93867,79420,108422,77265,82737,85111,96074,81045,53245,66929,101728,91748,98718,51509,134626,191788,142012,148059,94309,160597,157304,100148,111268,139308,118897,70238,113561,78300,67739,125191,104162,46001,86958,66698,93139,19359,73124,89669,107761,84987,82930,109302,81766,66453,26308,76693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14238,16876,13599,15033,16112,17699,14762,9122,27166,8905,18990,11957,9120,11926,17608,17627,24702,13466,118087,21669,36886,8312,13439,13552,19372,15073,22546,18785,19504,12479,14439,15447,23178,11380,13511,10115,13257,13629,9442,8232,5288,13028,10574,7560,14424,11763,21944,25529,19357,14486,12838,15463,8252,11904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949069,3098423,3025334,3469845,2728339,1419203,3372136,5082242,2310490,3429898,2949664,2106410,2598113,2230670,2679670,1998738,4494464,3004131,2850607,1479922,4523276,1875382,3507110,4151468,3373577,6095910,3426689,2984863,3134210,3928386,2914179,3828987,3289748,3146691,2306646,1935776,1771016,3185070,3194556,1825192,2563556,1795266,2859346,724042,2327551,2798784,4004758,2428718,3527211,1689623,3698644,2480543,1014006,2408876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432843,354627,279255,277177,379370,319502,175554,251594,345608,227395,430232,220508,273954,268210,324874,262808,263489,221954,227600,183763,213581,487200,726146,841655,739676,958103,825070,860842,950059,814174,2292569,404691,496214,217557,270398,215877,262832,232259,264553,200456,399042,257498,132601,282092,299983,238850,224869,193156,301528,229154,185741,166327,1370448,757154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56678,34240,37682,32994,23691,25536,44667,53248,22009,40969,46146,27892,34664,23155,29898,21981,47391,49060,26173,11803,72842,41140,37684,49641,41284,76652,47110,28881,29544,48300,31339,37635,27596,37619,24168,23938,31244,35983,50874,15046,32903,22271,24541,25555,32351,21605,30235,18997,43544,25975,44671,37547,13930,39762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527,6744,4916,8665,6920,5059,6009,6659,1299,3874,6541,1948,2875,1777,2441,2178,6259,4564,4316,3631,10353,1739,6786,7497,8100,16697,7748,4890,3822,6097,4291,8351,5067,5499,3393,2810,2514,6052,4776,2945,4661,1911,466,1976,2879,2022,5763,3133,5722,3517,6312,3391,262,6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108739,158672,103475,125471,147915,112042,120470,170621,118119,120209,192608,95532,105594,103702,155350,86883,249053,110303,123710,115104,130869,58092,142842,203227,163989,133644,113551,111853,106144,97442,149498,180268,158890,88507,97645,98403,85562,126878,93398,57222,105572,110095,57450,50454,113895,148146,211147,103375,135560,119497,115272,122879,39672,113739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84789,52666,121698,76138,60553,80634,42082,87201,96958,78076,113447,124259,132770,83743,103248,99037,56603,97518,60595,78253,52096,43214,110640,107923,42183,53056,63247,63651,49149,52266,55326,49123,41043,63588,87045,28162,112012,59404,71437,91714,145124,121637,34192,44600,72587,69685,43662,34976,91808,70308,47520,33017,22372,51252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22503,53761,24887,9690,23201,23933,15893,23273,27049,24215,47799,22604,28744,41151,21378,25453,72989,23146,16749,16720,15872,33317,42564,122269,232820,161401,20884,112846,80793,89401,45687,83174,41434,27394,16559,23555,15102,12050,20963,10757,23496,12577,19253,18084,19398,26901,106489,40480,28734,42279,9428,14827,14031,39289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10557,10428,9741,10456,10751,9885,9656,11122,6814,12748,11325,8529,9868,16993,13666,4126,16113,10433,7555,7008,9058,16348,8232,9786,15409,12225,13027,9028,11995,12184,20851,9547,10664,12143,6553,12648,6296,8818,8748,6953,5138,10760,14598,7127,6496,6452,15370,13436,10898,13250,9110,3330,6454,9946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24816,6223,29755,40335,16846,26605,32808,59429,28678,114925,73488,45194,81300,2166,40508,20938,45220,90178,38717,25563,58965,5607,51947,6823,26807,124151,58111,20679,5893,30553,33892,6562,9322,36984,14863,6122,16941,13860,54312,19709,46278,74607,10658,4480,25974,32449,4742,4420,62150,4803,62645,23668,5869,51522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126302,119096,111403,110260,111040,91658,107464,140445,113294,119753,141917,104194,120010,133177,130795,180158,194769,159137,7314730,532008,1372565,107832,196856,349434,317088,223753,330588,220688,529009,189420,229539,144289,136697,109553,94904,104142,92507,125251,94929,98170,204318,93940,111009,145610,103640,120003,148010,412164,141099,137317,130626,260837,158038,162150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,2236,4076,4884,3175,3379,3971,3787,1800,2447,2853,1937,2330,1344,2358,3084,4311,3574,3223,2951,5350,6070,2813,3629,4315,9584,3345,3778,4491,6995,3118,4397,1089,5063,3089,2346,4232,2989,5296,2287,1809,1449,3309,2232,2827,3559,1613,1160,3963,1915,3323,3494,3271,3555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216255,158646,183055,231626,117461,150507,229864,291377,180505,416001,356911,163081,325745,104080,271067,129630,352466,311848,203345,263358,320379,126909,311552,188113,181762,400138,346106,177294,206924,209592,207340,168261,155882,261832,159927,122706,180721,147556,245723,163037,265553,317798,79421,149627,213167,190357,112840,96761,341370,87380,337747,224910,91438,375839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51629,10726,10963,11931,39433,14397,15773,11781,7980,7951,12328,8628,10722,8516,20525,9838,15151,7505,8961,10014,8794,24973,17785,18402,24156,19465,22475,17289,16785,21262,25702,105954,8590,9863,11144,12134,9851,8200,9084,8999,10565,7186,8965,21029,9404,11672,6350,5310,9065,9539,12856,8002,17949,12313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223339,187016,425351,351378,252960,338758,146947,198571,395003,302836,228830,340988,256260,200524,196075,233991,142053,85809,103540,100452,133444,67194,226732,176268,157888,324184,183086,268501,128908,103476,175182,183112,66887,240888,273540,148587,192042,324867,246969,193367,295379,196089,95292,110377,131420,140545,99135,107060,165007,213799,152522,62561,44064,172841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13772,12191,7814,8777,11141,9958,4988,6790,7358,5745,12336,4644,4334,4487,7146,4075,9580,7320,5137,6260,7765,2398,13992,3081,10602,5230,8441,9420,7534,5126,7540,16057,15701,5538,9488,6787,6121,6575,4999,2851,4406,5226,3193,2256,5365,5207,7630,4513,10933,5744,4516,3077,891,7767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47670,57446,35828,40231,58947,35740,32857,34137,61481,30027,43644,28852,43242,37532,45957,43708,44855,39054,33787,34921,39778,244181,189427,263774,246927,176415,161580,177197,204546,213914,241097,69849,71791,32103,42572,44819,41832,37728,40609,31067,75533,23531,40838,54486,35761,33289,56456,37458,44836,44679,33959,27073,259369,159447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66792,34330,49578,41218,45512,32019,52455,57294,179274,103696,104053,94028,124314,128996,111639,132567,70396,108663,46423,74828,64381,316939,283249,322438,319790,133506,216465,261500,257902,230149,293345,50899,46264,27476,49986,76677,61247,38781,63209,130221,104807,125197,82817,140407,89824,95328,74740,70445,67868,100441,54222,53089,345053,172403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,3727,2899,3432,2092,2430,2578,1563,2904,3062,2979,2087,3120,2861,4196,8562,6157,6339,12988,15781,10902,14472,29307,41617,22542,16241,17595,15724,19955,9448,70306,2595,2293,2486,2627,2366,2709,1608,3026,2138,2027,2464,3437,3536,1990,5563,7315,10402,8265,19299,8708,3548,34457,15876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,827,613,750,2600,1466,213,674,1147,531,1573,963,538,747,1166,2810,1577,886,37591,1840,2526,351,1061,4095,2305,65,1687,2252,3400,1373,699,1601,2300,297,877,665,532,2568,761,595,500,1539,676,122,452,524,1117,1330,1509,583,571,576,714,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149453,1350446,935175,1061643,1113316,1067864,941814,1671106,1671725,1211119,1342883,997391,1160790,1406563,1004154,3634740,3716677,2155179,55637227,8382804,8067756,1961237,1727427,9363116,5188495,999133,2261584,2730792,10926600,4184368,1832482,1596159,1716289,1028457,1249474,1380293,1171142,2272208,1236137,1027765,1297034,909712,2457947,1580755,1666290,1362663,1368334,5453543,1075719,1191990,1428695,3786649,2521705,972711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13434,15777,17490,20982,10994,8700,34049,44427,14847,56602,30169,18685,32720,6655,15304,5083,31455,33613,16074,14909,35932,6490,38165,17872,13111,30685,23099,14632,14350,24085,9905,15242,23527,26667,9096,5046,6596,16194,30855,8647,24785,26071,6589,906,17335,15682,16026,11912,35082,10487,40506,22508,298,23859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
